ID,Address,Price_€,Rooms,Bathrooms,Size_m2,Price_m2,Property_type,City,Neightbourhood,Links,Description,Date_Scraped,District,nom_barri
id5612002808336,"Piso  en  Putget - Farró. Piso con 3 habitaciones con ascensor, calefacción y aire acondic",734000,3,2,120,6117,FLAT,Barcelona,Putget,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondic_putget_farro-barcelona-i5612002808336.htm?pag=9&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Magnífico piso junto a Plaza Molina en venta en el Putget i Farró, Barcelona  Magnífico piso de 120 m² constuidos dist...",2023-06-23,Sarrià-Sant Gervasi,el Putxet i el Farró
id13370000000151,"Piso  en  El Camp d´en Grassot i Gràcia Nova. 3 habitaciones (2 dobles), 2 baños, ascensor y balcón.",465000,3,2,93,5000,FLAT,Barcelona,El Camp d´en Grassot i Gràcia Nova,https://www.habitaclia.com/comprar-piso-3_habitaciones_2_dobles_2_banos_ascensor_y_balcon_el_camp_d_en_grassot_i_gracia_nova-barcelona-i13370000000151.htm?pag=9&hab=1&ban=1&f=&geo=p&from=list&lo=55,"3 habitaciones (2 Dobles), 2 baños, ascensor y balcón. Junto a Passeig Sant Joan  •	Habitación Matrimonio. •	Habitac...",2023-06-23,Gràcia,el Camp d'en Grassot i Gràcia Nova
id4975004333552,Piso  en  Diagonal Mar i el Front Marítim del Poblenou. Piso en excelentes condiciones de 2 dormitorios con 12m² terraza,639500,2,1,111,5761,FLAT,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,https://www.habitaclia.com/comprar-piso-en_excelentes_condiciones_de_2_dormitorios_con_12m2_terraza_diagonal_mar_i_el_front_maritim_del_pobl-barcelona-i4975004333552.htm?pag=9&hab=1&ban=1&f=&geo=p&from=list&lo=55,"En una promoción de obra nueva contemporánea en el próspero distrito de Diagonal Mar de Barcelona, encontramos este piso...",2023-06-23,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
id41974000000025,Piso  en  Sant Gervasi - Galvany. Oportunidad en calle balmes,550000,3,2,130,4231,FLAT,Barcelona,Sant Gervasi,https://www.habitaclia.com/comprar-piso-oportunidad_en_calle_balmes_sant_gervasi_galvany-barcelona-i41974000000025.htm?pag=9&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Fantástico piso en Sant Gervasi – Galvany con grandes posibilidades.  Nos encontramos con un inmueble alto, con balcón...",2023-06-23,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
id4509004192983,Piso  Carrer de nou de la rambla. Piso con un amplio salón-comedor exterior de 20m² y cocina refor,249000,3,1,73,3411,FLAT,Barcelona,El Poble Sec,https://www.habitaclia.com/comprar-piso-con_un_amplio_salon_comedor_exterior_de_20m2_y_cocina_refor_el_poble_sec_parc_de_montjuic-barcelona-i4509004192983.htm?pag=9&hab=1&ban=1&f=&geo=p&from=list&lo=55,"NOU DE LA RAMBLA / BLAI Hoy queremos presentarte un inmueble, perfecto para parejas o pequeñas familias que buscan una...",2023-06-23,Sants-Montjuïc,el Poble-sec
id38529000000142,Chalet  en  Vallvidrera - Tibidabo - Les Planes. Preciosa casa con jardín y piscina en vallvidrera,1750000,5,6,554,3159,HOUSE,Barcelona,Vallvidrera,https://www.habitaclia.com/comprar-chalet-preciosa_casa_con_jardin_y_piscina_en_vallvidrera_vallvidrera_tibidabo_les_planes-barcelona-i38529000000142.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Majestuosa casa con amplio jardín y piscina con 554 m² de superficie construida en una parcela de 1.000 m², ubicada en e...",2023-06-23,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
id30106000000485,"Piso  Gran de gracia. Piso con 2 habitaciones con ascensor, parking y calefacción",450000,2,1,120,3750,FLAT,Barcelona,Vila de Gràcia,https://www.habitaclia.com/comprar-piso-con_2_habitaciones_con_ascensor_parking_y_calefaccion_vila_de_gracia-barcelona-i30106000000485.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Sarrià Properties "" Viviendas con Encanto"".  ¡NO COBRAMOS COMISIONES A NUESTROS CLIENTES COMPRADORES!  Nos complace...",2023-06-23,Gràcia,la Vila de Gràcia
id21311004317150,"Ático  en  Carrer de la lleialtat 6. Duplex reformado con 2 terrazas, vistas a toda barcelona, cuadru",375000,2,2,78,4808,PENTHOUSE,Barcelona,Raval,https://www.habitaclia.com/comprar-atico-duplex_reformado_con_2_terrazas_vistas_a_toda_cuadru_calle_de_la_lleialtat_6_raval-barcelona-i21311004317150.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Ático duplex reformado con terraza y vistas a toda Barcelona. La vivienda es única, de diseño, con una extraordinaria en...",2023-06-23,Ciutat Vella,el Raval
id16963003007459,Piso  Carrer de còrsega. Piso con 2 habitaciones con ascensor y aire acondicionado,350000,2,1,76,4605,FLAT,Barcelona,Sagrada Família,https://www.habitaclia.com/comprar-piso-con_2_habitaciones_con_ascensor_y_aire_acondicionado_sagrada_familia-barcelona-i16963003007459.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,Coldwell Banker Eminent presenta en EXCLUSIVA este precioso piso ubicado en el barrio de Sagrada Familia.  Se trata de...,2023-06-23,Eixample,la Sagrada Família
id4737003817458,Piso  Gran via de les corts catalanes. Piso con terraza en venta al lado de plaza españa,429000,3,1,127,3378,FLAT,Barcelona,Font de la Guatlla,https://www.habitaclia.com/comprar-piso-con_terraza_en_venta_al_lado_de_plaza_espana_font_de_la_guatlla-barcelona-i4737003817458.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"A escasos minutos de Plaza España, en una finca clásica con ascensor, encontramos este fantástico piso situado en la pla...",2023-06-23,Sants-Montjuïc,la Font de la Guatlla
id18274004416153,Piso  en  Passeig de la mare de déu del coll 136,240000,2,1,108,2222,FLAT,Barcelona,El Coll,https://www.habitaclia.com/comprar-piso-paseo_de_la_mare_de_deu_del_coll_136_el_coll-barcelona-i18274004416153.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Perfecto piso en Gràcia.  Housfy presenta:  Se vende piso en Gràcia, Barcelona, una vivienda luminosa y ubicada en un en...",2023-06-23,Gràcia,el Coll
id3787004406328,"Planta baja  Calaf. Planta baja con 3 habitaciones con ascensor, calefacción y aire",800000,3,2,128,6250,GROUND_FLOOR,Barcelona,Sant Gervasi,https://www.habitaclia.com/comprar-planta_baja-con_3_habitaciones_con_ascensor_calefaccion_y_aire_sant_gervasi_galvany-barcelona-i3787004406328.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,¡Gran oportunidad cerca del Turó Park!  Cornex Capital te presenta este encantador piso en una de las mejores zonas re...,2023-06-23,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
id38529000000169,Chalet  en  Vallvidrera - Tibidabo - Les Planes. Magnífico chalet en venta en la exclusiva zona de vallvidrera,1990000,5,6,532,3741,HOUSE,Barcelona,Vallvidrera,https://www.habitaclia.com/comprar-chalet-magnifico_en_venta_en_la_exclusiva_zona_de_vallvidrera_vallvidrera_tibidabo_les_planes-barcelona-i38529000000169.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Coldwell Banker Llebrenc tiene el placer de presentarles esta maravillosa vivienda, construida en el año 2004, y situada...",2023-06-23,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
id19465004034032,Piso  en  El Poble Sec - Parc de Montjuïc. Piso amplio junto plaça españa,298000,4,2,80,3725,FLAT,Barcelona,El Poble Sec,https://www.habitaclia.com/comprar-piso-amplio_junto_placa_espana_el_poble_sec_parc_de_montjuic-barcelona-i19465004034032.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,Piso de 80 m2 ubicado en una de las zonas más emblemáticas de Barcelona. Tiene un amplio salón-comedor con salida a terr...,2023-06-23,Sants-Montjuïc,el Poble-sec
id9861003834622,Piso  en  Raval. Precioso piso junto a pelayo.,199000,2,1,50,3980,FLAT,Barcelona,Raval,https://www.habitaclia.com/comprar-piso-precioso_junto_a_pelayo_raval-barcelona-i9861003834622.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Casc Antic Bcn les pesenta este precioso piso a tan solo unos pasos de la calle Pelayo, entre Universitat y las Ramblas...",2023-06-23,Ciutat Vella,el Raval
id2579003790546,Piso  Costa rica. Piso con 4 habitaciones con ascensor y calefacción,379000,4,2,118,3212,FLAT,Barcelona,La Sagrera,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_con_ascensor_y_calefaccion_la_sagrera-barcelona-i2579003790546.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"ACTIVO EN PERIODO DE PUJAS HASTA EL Piso de 118m² en venta en la calle Costa Rica, esquina Sant Antoni Mª Cla...",2023-06-23,Sant Andreu,la Sagrera
id4975004333528,Loft  en  Poblenou. Loft en excelentes condiciones de 2 dormitorios en venta en pobl,795000,2,2,129,6163,LOFT,Barcelona,Poblenou,https://www.habitaclia.com/comprar-loft-en_excelentes_condiciones_de_2_dormitorios_en_venta_en_pobl_poblenou-barcelona-i4975004333528.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,Descubre el epítome de la vida urbana en este notable loft situado en Poblenou. Este loft en el último piso presenta un...,2023-06-23,Sant Martí,el Poblenou
id26952004330394,"Piso  Carrer de rocafort. Entresuelo exterior, amplio, luminoso",595000,4,3,161,3696,FLAT,Barcelona,La Nova Esquerra de l´Eixample,https://www.habitaclia.com/comprar-piso-entresuelo_exterior_amplio_luminoso_la_nova_esquerra_de_l_eixample-barcelona-i26952004330394.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Amplio y luminoso piso, ubicado en el barrio de la Nova esquerra de l'Eixample, en zona peatonal de uno de los nuevo esp...",2023-06-23,Eixample,la Nova Esquerra de l'Eixample
id9552004392888,"Planta baja  en  Carrer nacio, 20. Obra nueva",412600,2,1,68,6068,GROUND_FLOOR,Barcelona,El Camp de l´Arpa del Clot,https://www.habitaclia.com/comprar-planta_baja-obra_nueva_calle_nacio_20_el_camp_de_l_arpa_del_clot-barcelona-i9552004392888.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,¡ÚLTIMO PISO DISPONIBLE!    Fantástica Planta Baja en el tranquilo barrio de Camp de l’Arpa del Clot. Se trata de un p...,2023-06-23,Sant Martí,el Camp de l'Arpa del Clot
id2277003487305,"Piso  Balmes. Agradable vivienda de 250m2 en calle balmes, ubicada en un piso",930000,5,3,250,3720,FLAT,Barcelona,Putget,https://www.habitaclia.com/comprar-piso-agradable_vivienda_de_250m2_en_calle_balmes_ubicada_en_un_putget_farro-barcelona-i2277003487305.htm?pag=10&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Magnífica propiedad de 250m2, práctica y con una distribución muy funcional, en una planta alta de un elegante edificio...",2023-06-23,Sarrià-Sant Gervasi,el Putxet i el Farró
id4737003817305,Piso  en  Sagrada Família. Piso reformado con terraza en venta delante de la sagrada famili,375000,1,1,98,3827,FLAT,Barcelona,Sagrada Família,https://www.habitaclia.com/comprar-piso-reformado_con_terraza_en_venta_delante_de_la_sagrada_famili_sagrada_familia-barcelona-i4737003817305.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Maravilloso piso situado al lado de la plaza Gaudí, totalmente reformado de gran calidad, de 1953, con ascensor.  Esta...",2023-06-23,Eixample,la Sagrada Família
id5311004402360,Piso  Carrer del cardener. Piso con 4 habitaciones,690000,4,2,131,5267,FLAT,Barcelona,La Salut,https://www.habitaclia.com/comprar-piso-con_4_habitaciones_la_salut-barcelona-i5311004402360.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,Precioso piso de ciento treinta metros cuadrados en una finca de obra vista con terraza solárium de cincuenta metros. La...,2023-06-23,Gràcia,la Salut
id40092000000271,Ático  Carrer d'aragó. Ático dúplex en calle aragó entre roger de llúria i bruc,700000,4,2,135,5185,PENTHOUSE,Barcelona,Dreta de l´Eixample,https://www.habitaclia.com/comprar-atico-duplex_en_calle_arago_entre_roger_de_lluria_i_bruc_dreta_de_l_eixample-barcelona-i40092000000271.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Ático dúplex en calle Aragó entre Roger de Llúria i Bruc. La primera planta consta de amplio recibidor, sala de estar ex...",2023-06-23,Eixample,la Dreta de l'Eixample
id3737004465017,"Piso  en  Ronda guinardo, 1. Obra nueva",480000,3,2,85,5647,FLAT,Barcelona,La Salut,https://www.habitaclia.com/comprar-piso-obra_nueva_ronda_guinardo_1_la_salut-barcelona-i3737004465017.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"OFICINA DE INFORMACIÓN AVDA. MARE DE DEU DE MONTSERRAT 15, BARCELONA.   Promoción de obra nueva formada por 22 viviend...",2023-06-23,Gràcia,la Salut
id10507004067838,"Piso  en  Carrer foc, 30. Obra nueva",543000,4,2,124,4379,FLAT,Barcelona,La Marina del Prat Vermell,https://www.habitaclia.com/comprar-piso-obra_nueva_calle_foc_30_la_marina_del_prat_vermell-barcelona-i10507004067838.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Obras iniciadas  ¿Conoces AQ Urban Fira? Un proyecto innovador y de reducido impacto ecológico, con el que evolucionamo...",2023-06-23,Sants-Montjuïc,la Marina del Prat Vermell
id14761000000905,Piso  Gran de gracia. Piso con 7 habitaciones con ascensor y calefacción,790000,7,2,213,3709,FLAT,Barcelona,Vila de Gràcia,https://www.habitaclia.com/comprar-piso-con_7_habitaciones_con_ascensor_y_calefaccion_vila_de_gracia-barcelona-i14761000000905.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Cuando la familia crece, pero tu piso no, tienes un problema. Cuando lo primero que ves al entrar en casa es la bici que...",2023-06-23,Gràcia,la Vila de Gràcia
id38188000001260,Piso  Maresme. Totalmente exterior | oportunidad por zona,148000,3,1,63,2349,FLAT,Barcelona,Besòs,https://www.habitaclia.com/comprar-piso-totalmente_exterior_oportunidad_por_zona_besos_maresme-barcelona-i38188000001260.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,Maresme - Cristóbal de Moura.  Piso de 63m² en Besos.  En la octava planta exterior de finca con ascensor.  Totalm...,2023-06-23,Sant Martí,el Besòs i el Maresme
id23591004308071,"Ático  Carrer de pujades. Ático con 3 habitaciones con ascensor, calefacción y aire acondi",280000,3,1,76,3684,PENTHOUSE,Barcelona,Besòs,https://www.habitaclia.com/comprar-atico-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondi_besos_maresme-barcelona-i23591004308071.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,*****EXCELENTE PISO REFORMADO Y TOTALMENTE EXTERIOR*****  Hermoso inmueble totalmente reformado ubicado en la zona de...,2023-06-23,Sant Martí,el Besòs i el Maresme
id10024004257215,"Piso  en  Fabra i puig (rbla), 61. Pis en venda a la rambla de fabra i puig",283000,3,2,72,3931,FLAT,Barcelona,Sant Andreu de Palomar,https://www.habitaclia.com/comprar-piso-pis_en_venda_a_la_rambla_de_fabra_i_puig_fabra_i_puig_rbla_61_sant_andreu_de_palomar-barcelona-i10024004257215.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Pis de 72m2, totalment per reformar.  Tot exterior, amb molta llum i sol,amb  vistes al Club Natació Sant Andreu   M...",2023-06-23,Sant Andreu,Sant Andreu
id12826004094712,"Piso  Comte borrell. Piso con 2 habitaciones con ascensor, calefacción y aire acondic",350000,2,2,77,4545,FLAT,Barcelona,Sant Antoni,https://www.habitaclia.com/comprar-piso-con_2_habitaciones_con_ascensor_calefaccion_y_aire_acondic_sant_antoni-barcelona-i12826004094712.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"¡Oportunidad única! Piso de 77 m² en venta en el barrio de Sant Antoni, en el corazón de la Eixample.  Consta de un lu...",2023-06-23,Eixample,Sant Antoni
id4840004296891,Piso  en  Gòtic. Increíble y amplio piso con elementos originales en el corazón d,895000,3,3,161,5559,FLAT,Barcelona,Gòtic,https://www.habitaclia.com/comprar-piso-increible_y_amplio_con_elementos_originales_en_el_corazon_d_gotic-barcelona-i4840004296891.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,Increíble y amplio piso con elementos originales en el corazón del Gótico.  Este espectacular piso ocupa toda la plant...,2023-06-23,Ciutat Vella,el Barri Gòtic
id5612004474168,"Piso  en  Passeig gracia, 30. Obra nueva",1105000,2,2,70,15786,FLAT,Barcelona,Dreta de l´Eixample,https://www.habitaclia.com/comprar-piso-obra_nueva_paseo_gracia_30_dreta_de_l_eixample-barcelona-i5612004474168.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Piso con Piscina a estrenar en Paseo de Gracia, Barcelona Exclusiva vivienda de 68m2 construidos distribuidos en amplio...",2023-06-23,Eixample,la Dreta de l'Eixample
id36271004458039,"Piso  en  Carrer provença, 513. Obra nueva",399000,4,2,92,4337,FLAT,Barcelona,Sagrada Família,https://www.habitaclia.com/comprar-piso-obra_nueva_calle_provenca_513_sagrada_familia-barcelona-i36271004458039.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"La finca esta situada en el barrio mas autentico de la ciudad condal, en l’Eixample y a solo unos metros de la Sagrada F...",2023-06-23,Eixample,la Sagrada Família
id21842000001024,"Piso  Beltran i rozpide. Piso en venta en c. beltran i rozpide..., bcn-sarria -sant gerva",1525000,3,3,229,6659,FLAT,Barcelona,Pedralbes,https://www.habitaclia.com/comprar-piso-en_venta_en_c_beltran_i_rozpide_bcn_sarria_sant_gerva_pedralbes-barcelona-i21842000001024.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"OnLlar Immobiliària- Ofrece vivienda distribuida en 3 habitación/s, 3 baño/s, cocina y salón-comedor. Piscina.  Ubicad...",2023-06-23,Les Corts,Pedralbes
id9107002514063,Piso  Gran via de las corts catalanas. ¡piso en gran via de les corts catalanes!,325000,3,1,90,3611,FLAT,Barcelona,Provençals del Poblenou,https://www.habitaclia.com/comprar-piso-en_gran_via_de_les_corts_catalanes_provenc_als_del_poblenou-barcelona-i9107002514063.htm?pag=11&hab=1&ban=1&f=&geo=p&from=list&lo=55,"El piso se encuentra ubicado en Gran Vía de les Corts Catalanes, una de las principales avenidas de Barcelona. Es un amp...",2023-06-23,Sant Martí,Provençals del Poblenou
id2257004300857,Piso  Carrer de l'energia. Moderno piso con balcón,380000,3,2,95,4000,FLAT,Barcelona,La Marina del Port,https://www.habitaclia.com/comprar-piso-moderno_con_balcon_la_marina_del_port-barcelona-i2257004300857.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Moderno piso con balcón  Piso ubicado en una tranquila zona residencial en el barrio la Marina de Port, a pocos minuto...",2023-06-23,Sants-Montjuïc,la Marina de Port
id39717000000102,"Piso  en  Carrer de pablo sáez de barés 12. Piso con 3 habitaciones con ascensor, calefacción y aire acondic",399000,3,2,95,4200,FLAT,Barcelona,Can Baró,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondic_calle_de_pablo_saez_de_bares_12_can_baro-barcelona-i39717000000102.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"*En CASAVO somos propietarios, no cobramos comisiones.*       Contacta con nosotros: https://casavo.c...",2023-06-23,Horta-Guinardó,Can Baró
id2257004300852,Piso  Carrer de trafalgar. Magnífico piso alto con vistas de toda barcelona,1100000,3,2,195,5641,FLAT,Barcelona,Dreta de l´Eixample,https://www.habitaclia.com/comprar-piso-magnifico_alto_con_vistas_de_toda_dreta_de_l_eixample-barcelona-i2257004300852.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,Magnífico piso alto con vistas de toda Barcelona  Este gran apartamento reformado a estrenar se encuentra en el primer...,2023-06-23,Eixample,la Dreta de l'Eixample
id8084000001638,"Piso  Gran via de les corts catalanes. Soleado, céntrico, exterior.",435000,3,2,103,4223,FLAT,Barcelona,Sant Antoni,https://www.habitaclia.com/comprar-piso-soleado_centrico_exterior_sant_antoni-barcelona-i8084000001638.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Vivienda espaciosa en Sant Antoni, cerca de Pl. España y centro comercial de Las Arenas.   Amplio salón comedor, muy l...",2023-06-23,Eixample,Sant Antoni
id9354004269994,"Ático  Passeig de manuel girona. Ático con 4 habitaciones amueblado con ascensor, parking, calefa",1650000,4,3,140,11786,PENTHOUSE,Barcelona,Sarrià,https://www.habitaclia.com/comprar-atico-con_4_habitaciones_amueblado_con_ascensor_parking_calefa_sarria-barcelona-i9354004269994.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Ático en venta Sarrià, Barcelona. En finca del reconocido arquitecto Coderch, ático de unos 140m2 + otros 140m2 aproxima...",2023-06-23,Sarrià-Sant Gervasi,Sarrià
id16963003007426,Piso  Carrer de la marina. Piso con 3 habitaciones con aire acondicionado,512000,3,2,89,5753,FLAT,Barcelona,Fort Pienc,https://www.habitaclia.com/comprar-piso-con_3_habitaciones_con_aire_acondicionado_fort_pienc-barcelona-i16963003007426.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,Coldwell Banker Eminent presenta en exclusiva este extraordinario piso en venta en Fort Pienc.  Se distribuye en un am...,2023-06-23,Eixample,el Fort Pienc
id38576000000476,"Piso  en  Carmel. Calle lisboa, ascensor, vistas panorámicas y balcones amplios, j",250000,3,1,81,3086,FLAT,Barcelona,Carmel,https://www.habitaclia.com/comprar-piso-calle_lisboa_ascensor_vistas_panoramicas_y_balcones_amplios_j_carmel-barcelona-i38576000000476.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"HORTA - LA CLOTA, CALLE LISBOA., JUNTO PLAZA EIVISSA. A 10 MINUTOS HOSPITAL VALL DE HEBRON.   Vivienda de tres habitaci...",2023-06-23,Horta-Guinardó,el Carmel
id38188000001265,Piso  Vallès i ribot. Totalmente exterior,255000,2,1,65,3923,FLAT,Barcelona,La Sagrera,https://www.habitaclia.com/comprar-piso-totalmente_exterior_la_sagrera-barcelona-i38188000001265.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Vallès i Ribot - Plaça de l'Assemblea de Catalunya  Piso de 65m² en la Sagrera.  Totalmente exterior, con luz natura...",2023-06-23,Sant Andreu,la Sagrera
id10024004257076,Casa adosada  en  Sant Andreu de Palomar. Casa en venda al centre de sant andreu,560000,3,3,146,3836,SINGLE_FAMILY_SEMI_DETACHED,Barcelona,Sant Andreu de Palomar,https://www.habitaclia.com/comprar-casa_adosada-casa_en_venda_al_centre_de_sant_andreu_sant_andreu_de_palomar-barcelona-i10024004257076.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Casa impecable al centre de Sant Andreu, al costat de l'Ajuntament.  A prop del transport públic i de tots els serveis....",2023-06-23,Sant Andreu,Sant Andreu
id11220004332767,Piso  Beltran i rozpide. Piso en venta con jardin y piscina comunitaria,1525000,3,3,213,7160,FLAT,Barcelona,Pedralbes,https://www.habitaclia.com/comprar-piso-en_venta_con_jardin_y_piscina_comunitaria_pedralbes-barcelona-i11220004332767.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,INMUEBLES WOW EN PERIODO DE PUJAS DESDE EL AL PRECIO DE SALIDA: EL DEL ANUNCIO. NO SE ACEPTAN OF...,2023-06-23,Les Corts,Pedralbes
id2257004300854,Piso  Carrer de balmes. Gran piso alto y luminoso con soleada terraza en sant gervasi,1250000,5,3,262,4771,FLAT,Barcelona,Sant Gervasi,https://www.habitaclia.com/comprar-piso-gran_alto_y_luminoso_con_soleada_terraza_en_sant_gervasi_sant_gervasi_bonanova-barcelona-i2257004300854.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,Gran piso alto y luminoso con soleada terraza en Sant Gervasi  Elegante vivienda localizada en una tranquila zona resi...,2023-06-23,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
id30080000001961,Piso  Carrer de rocafort,360000,4,2,110,3273,FLAT,Barcelona,Sant Antoni,https://www.habitaclia.com/comprar-piso-sant_antoni-barcelona-i30080000001961.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Espectacular piso de cuatro habitaciones ubicado en una de las mejores zonas de Barcelona. Su superficie es de 105m2, de...",2023-06-23,Eixample,Sant Antoni
id13370000000127,"Piso  en  Prosperitat. 3 habitaciones (2 dobles), con patio amplio.",209900,3,1,129,1627,FLAT,Barcelona,Prosperitat,https://www.habitaclia.com/comprar-piso-3_habitaciones_2_dobles_con_patio_amplio_prosperitat-barcelona-i13370000000127.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"3 habitaciones (2 Dobles), Con Patio amplio.  •	Habitación Matrimonio. •	Habitación Doble. •	Habitación Individual....",2023-06-23,Nou Barris,la Prosperitat
id37307004257075,Dúplex  en  Can Baró. Dúplex en plaza sanllehy,435000,3,2,90,4833,DUPLEX,Barcelona,Can Baró,https://www.habitaclia.com/comprar-duplex-en_plaza_sanllehy_can_baro-barcelona-i37307004257075.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Se trata de una planta baja Dúplex en la Calle Vallseca, muy bien ubicada y cercana a todos los servicios necesarios. ...",2023-06-23,Horta-Guinardó,Can Baró
id9433003077824,Piso  en  Sant Gervasi - Galvany. Piso alto y luminoso en venta junto a plaza molina.,560000,3,2,102,5490,FLAT,Barcelona,Sant Gervasi,https://www.habitaclia.com/comprar-piso-alto_y_luminoso_en_venta_junto_a_plaza_molina_sant_gervasi_galvany-barcelona-i9433003077824.htm?pag=12&hab=1&ban=1&f=&geo=p&from=list&lo=55,"Os presentamos este piso ubicado en un edificio emblemático y con un premio FAD de diseño, en la Vía Augusta. El piso m...",2023-06-23,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
id19086004316063,Piso  en  Sant Gervasi - Bonanova. Acogedora vivienda entre ganduxer y mandri,795000,4,3,163,4877,FLAT,Barcelona,Sant Gervasi,https://www.habitaclia.com/comprar-piso-acogedora_vivienda_entre_ganduxer_y_mandri_sant_gervasi_bonanova-barcelona-i19086004316063.htm?pag=13&hab=1&ban=1&f=&geo=p&from=list&lo=55,TØRIL MÖLLER presenta acogedora vivienda en cuarta altura en finca regia de 1957. Es una vivienda muy especial con una...,2023-06-23,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
id24359000007968,Piso  en  La Marina del Port. Piso con 2 habitaciones con ascensor y aire acondicionado,200000,2,1,76,2632,FLAT,Barcelona,La Marina del Port,https://www.habitaclia.com/comprar-piso-con_2_habitaciones_con_ascensor_y_aire_acondicionado_la_marina_del_port-barcelona-i24359000007968.htm?pag=13&hab=1&ban=1&f=&geo=p&from=list&lo=55,¡Vivienda única a estrenar!  Clikalia pone a la venta este inmueble exterior de 76 m2 rehabilitado. Se sitúa en la 2ª...,2023-06-23,Sants-Montjuïc,la Marina de Port
id885003214278,Piso  en  La Font d´en Fargues. Frederic rahola - font d´en fargas,445000,2,2,73,6096,FLAT,Barcelona,La Font d´en Fargues,https://www.habitaclia.com/comprar-piso-frederic_rahola_font_den_fargas_la_font_d_en_fargues-barcelona-i885003214278.htm?pag=13&hab=1&ban=1&f=&geo=p&from=list&lo=55,FREDERIC RAHOLA - FONT D´EN FARGA en una zona residencial del distrito municipal de Horta - Guinardó encontramos esta pr...,2023-06-23,Horta-Guinardó,la Font d'en Fargues
